time,x,y,z,roll,pitch,yaw
-13.0,-3.0641866899347168,-34.37196706547763,-8.7931186542436,-6.301890004167634,-14.843737779020488,-0.036298827000050944
-12.666666666666666,-3.3725896860321507,-34.72321459534733,-9.193425648147631,-6.772785241651173,-14.924357254700821,-0.03651716600004708
-12.333333333333334,-3.6410898148592485,-34.73049414958717,-9.5639385612123,-7.217241465889701,-14.976128751613453,-0.036291536500061505
-12.0,-3.864328632972394,-34.384410635866836,-9.864066541982027,-7.633557002384994,-14.998974663026496,-0.03562893150013719
-11.666666666666668,-4.037786555421282,-33.68135883086243,-10.064066429868575,-8.020130782421578,-14.992864405437665,-0.03453425700037215
-11.333333333333334,-4.155145846477047,-32.62327102663454,-10.148470112356652,-8.37545944605496,-14.957810503838356,-0.033004141000916545
-11.0,-4.2132832120869494,-31.215301137649917,-10.119707958316411,-8.698139016297946,-14.893866272455236,-0.031026554501859
-10.666666666666668,-4.209253294874798,-29.467785755367345,-9.991822945882419,-8.986874335333836,-14.801129590513403,-0.028587393503075396
-10.333333333333334,-4.141578334196683,-27.395412589310105,-9.77958147249592,-9.240494504610778,-14.679751608777803,-0.02568109600421473
-10.0,-4.007099399259196,-25.01892748934242,-9.48757384330135,-9.457968811548344,-14.529944706838616,-0.022319517504873137
-9.666666666666666,-3.804618872208472,-22.36426263606361,-9.107418333408562,-9.63841729310398,-14.35198585081415,-0.018534735504808206
-9.333333333333334,-3.5316905884227108,-19.463601223706824,-8.620543346125057,-9.7811138279286,-14.146214592850265,-0.01437545900402922
-9.000000000000002,-3.1914307040346594,-16.35364974860431,-8.004349729349606,-9.88548449769106,-13.91302829899975,-0.009900757002752345
-8.666666666666668,-2.786594962145756,-13.074592773156366,-7.237772427675984,-9.951105748399673,-13.652878076769682,-0.005175143001308664
-8.333333333333334,-2.322344361892026,-9.670507955928718,-6.304389719365313,-9.977704493074052,-13.366266599325497,-0.00026600000005533965
-8.0,-1.8051568875513768,-6.18504964838129,-5.193148220767442,-9.965157960981767,-13.053745860039461,0.004759442500709817
-7.666666666666666,-1.244073387141479,-2.664464745158578,-3.905689424842152,-9.913489516764585,-12.715912134765293,0.009840049000827576
-7.333333333333334,-0.6486780357083566,0.8470232565218622,-2.464440584966532,-9.822859713990635,-12.3533984644125,0.014929608000381315
-7.000000000000001,-0.030138397007309706,4.308648465705556,-0.9196628211078907,-9.693557729785141,-11.966867893081522,0.020001957000007224
-6.666666666666667,0.5961744970626511,7.682828084877524,0.6584730146741453,-9.526001738015811,-11.557017077201959,0.025045993501772053
-6.333333333333333,1.2239809612362076,10.937503387886682,2.1959804718907376,-9.320753202637855,-11.124587356792762,0.03004851701084321
-6.0,1.8428147040837808,14.042406352313908,3.643769587510451,-9.078541315564577,-10.670384141633107,0.034971505537433806
-5.666666666666667,2.4448533997351465,16.968209178573446,4.995745461948257,-8.800285029121202,-10.19529173780039,0.03973626659726838
-5.333333333333334,3.0226037082159376,19.685475962134547,6.291585718831709,-8.487098760682166,-9.700274592699397,0.04422500820859155
-5.0,3.5698816488342535,22.164943616796773,7.597247667218815,-8.140275717867432,-9.18636227236852,0.04830099688599507
-4.666666666666667,4.076138431713996,24.3807493086976,8.974661694626468,-7.761255291123103,-8.654624806003463,0.05183755463466152
-4.333333333333334,4.528153854060375,26.311731632469467,10.457554265196128,-7.351589632049979,-8.106150451272233,0.054741128948924266
-4.0,4.915838912654114,27.945913784761075,12.042953979451994,-6.912923599354684,-7.542035547620323,0.056958176315139504
-3.666666666666667,5.2284978126141075,29.278168549843993,13.700077962320208,-6.446992283178797,-6.963387844387411,0.05846609421515425
-3.3333333333333335,5.453455043509419,30.310783280392602,15.38925895883559,-5.955628857189605,-6.371336405187332,0.059257869627431736
-3.0,5.584307173641207,31.051877310396932,17.072978860810835,-5.440770411848219,-5.767038586126273,0.05933160152668406
-2.666666666666667,5.618529383612923,31.51324111336872,18.718715032469476,-4.904453593556778,-5.151679000542599,0.05868985738492808
-2.3333333333333335,5.550385634251663,31.712215907074174,20.293527338140834,-4.348801591669878,-4.526462854540988,0.057344717175017504
-2.0,5.376060084261424,31.669858373332353,21.76206843705853,-3.776011281607104,-3.892610703176137,0.05531979987428479
-1.6666666666666667,5.0986066665740095,31.41132288200365,23.093084856181896,-3.188348466062526,-3.251360005223046,0.05264364296514917
-1.3333333333333335,4.720237395911866,30.96359986355201,24.273043303463034,-2.5881518087343647,-2.6039725645530845,0.049336977932743595
-1.0,4.246959679501021,30.354021724202422,25.31833046741295,-1.9778371473546126,-1.9517409627050328,0.04540266876364367
-0.6666666666666667,3.685086905324927,29.608036437547273,26.273285177569335,-1.3598914711726833,-1.2959862102910087,0.040827135450249706
-0.33333333333333337,3.0422496844035853,28.749344120329916,27.195644271490245,-0.736851125136027,-0.6380438904126969,0.03559505650090662
0.0,2.326161314592718,27.80162200232849,28.13111119699397,-0.11126865327651743,0.02075657370940587,0.02971045444959948
0.33333333333333337,1.5395345911016876,26.78858247363313,29.095878406222305,0.5143210022434413,0.6791101201604093,0.023212600856575817
0.6666666666666667,0.6893407149023167,25.734930069863708,30.067204729331117,1.1374292738894594,1.3357428175446575,0.01617759729610481
1.0,-0.21891711747101567,24.666761303101296,30.995405357935553,1.7556163707728047,1.9894084232000486,0.008709224337167988
1.3333333333333335,-1.1757052542809194,23.61001875814405,31.824732085728343,2.366480012813842,2.638877592627399,0.000921635525703312
1.6666666666666667,-2.16738757769449,22.589830470036702,32.51014456077695,2.967646625025682,3.2829270018659433,-0.0070765271252137335
2.0,-3.184971733359498,21.627752867543474,33.02378870269696,3.556771088688004,3.9203359855774704,-0.01518791313763015
2.3333333333333335,-4.210458013510677,20.742974896108983,33.350584982573935,4.131548179668647,4.549892247630163,-0.02332146106762252
2.666666666666667,-5.235180168984595,19.950498008400423,33.47586298912742,4.689732293307576,5.170402825503919,-0.0313822080027534
3.0,-6.239957063182394,19.263934129793984,33.37644272812757,5.229156923525169,5.780703867378525,-0.03926379605585071
3.3333333333333335,-7.2146277188611005,18.695435558582655,33.01961348504535,5.747746965728984,6.37966417632457,-0.04684912185216267
3.666666666666667,-8.1444286608977,18.254547689883875,32.37113213261456,6.243520821281072,6.96618151008846,-0.054019353510925364
4.0,-9.01023391095522,17.94835686882345,31.408457220839743,6.714585802586114,7.539174896041918,-0.060666602627280936
4.333333333333334,-9.799065914145155,17.779175314387434,30.130370478361538,7.159133532897705,8.097578336941977,-0.06670359126100898
4.666666666666667,-10.493837259008725,17.743431082852805,28.5577785450748,7.575441864764178,8.640340434224935,-0.0720653854333773
5.0,-11.081853156202529,17.833424981391392,26.728031617801133,7.961885811335954,9.166431129645218,-0.07670255262707414
5.333333333333334,-11.545546302724624,18.03631713146902,24.678318388357216,8.316955564124733,9.674853113678006,-0.08056956378245383
5.666666666666667,-11.880178731241635,18.33649905485801,22.436903213181484,8.639275361203515,10.164653129230551,-0.08361431078800267
6.0,-12.074183578007364,18.717223301785154,20.012153620126764,8.927617397542603,10.63492889183945,-0.08577368147019936
6.333333333333333,-12.119703645040328,19.160276219175817,17.397777392635486,9.180907516306567,11.084829934163158,-0.0869764585920982
6.666666666666667,-12.01608625608955,19.647230462971784,14.576553318603308,9.398223978495896,11.513553842705017,-0.08715111186765567
7.000000000000001,-11.754883545695504,20.157466721106406,11.530960427819542,9.578792952392053,11.920341105831122,-0.08623439499183223
7.333333333333334,-11.334457542555066,20.669830745311476,8.247312049261884,9.721984541080408,12.304471181788852,-0.0841776891803252
7.666666666666666,-10.752549324338123,21.160909140538475,4.720232869085632,9.827310416979094,12.665260261589804,-0.08095111921155182
8.0,-10.009979917257082,21.605675581146233,0.9560569105264752,9.894421394205876,13.002059376286983,-0.07654690696513054
8.333333333333334,-9.107044934082838,21.97767271885498,-3.0242577333177096,9.923103429411183,13.314251775846257,-0.07098336945095278
8.666666666666668,-8.04526631837173,22.248031261394186,-7.179631386513558,9.913272857534439,13.601250510982139,-0.06430785681983833
9.000000000000002,-6.832776039152513,22.386425726709017,-11.453698787538874,9.864974641784084,13.862499271511219,-0.05659510834711583
9.333333333333334,-5.474805437448932,22.361161826209845,-15.780046268627498,9.77838790601429,14.097479026976542,-0.04793841589005778
9.666666666666666,-3.9842677919519742,22.141375382907395,-20.099070163579032,9.653838660198273,14.305719862498817,-0.03843545083387466
10.0,-2.3736237602934054,21.698707448262862,-24.37161461168191,9.491814050061974,14.486812764999865,-0.028175535046455452
10.333333333333334,-0.6645372220631806,21.009441423379023,-28.584269630438804,9.292968273795111,14.640414231115194,-0.01723677485090837
10.666666666666668,1.1302110602336706,20.05411352820908,-32.73631629578499,9.058113080209143,14.766239276286335,-0.005696867005986513
11.0,2.9894734405963193,18.817499681415224,-36.8192378285661,8.788193878548501,14.864045159226329,0.006346812323881771
11.333333333333334,4.8955633204122115,17.285760484748735,-40.7934489475199,8.484261795808418,14.933614582183216,0.018759281114209502
11.666666666666668,6.831391259304184,15.44546483643484,-44.58212920051041,8.147455868280217,14.974748804160328,0.03136402002199609
12.0,8.776903374069299,13.284581649978932,-48.08430491612769,7.779004543567765,14.987276100453336,0.04395750089153113
12.333333333333334,10.707963641314734,10.79356430707802,-51.19944347003313,7.380244364988093,14.971072077027978,0.05633586721034217
12.666666666666666,12.598934144997454,7.968083019496598,-53.85719527741362,6.952643221631165,14.92608119392851,0.06832003453431434
13.0,14.42272107667358,4.81243746503336,-56.027181400104986,6.497812607046075,14.852328134621853,0.07976657191668719
13.333333333333334,16.151766963263167,1.3386482077648716,-57.71401087040129,6.017500368839715,14.749914040937508,0.0905605678589796
13.666666666666666,17.75892569754017,-2.433406364991773,-58.93467589362977,5.513566687118883,14.61900153801517,0.10059706177314244
14.000000000000002,19.223919394581777,-6.478513218862045,-59.697772666799324,4.987955144835114,14.459798253372748,0.10976326893377308
14.333333333333334,20.525263099885258,-10.76768666821025,-59.991508939102104,4.4426709523292,14.272547522373516,0.11793101691512288
14.666666666666668,21.643499614113217,-15.268250975809735,-59.785639810437274,3.8797713757855856,14.057528916044417,0.12496086653124032
15.0,22.559955151418183,-19.944598925148313,-59.04062954097489,3.3013650243268016,13.8150648009091,0.1307123658052888
15.333333333333332,23.259161999767333,-24.757663490934764,-57.71657224938399,2.7096122595281824,13.545527116236503,0.13505343148183177
15.666666666666668,23.725881060952343,-29.665398030215048,-55.7781378501181,2.1067227791807195,13.24934147582837,0.13786625558126347
16.0,23.947270912738897,-34.62195366589559,-53.198683098375724,1.494951259698873,12.926990160661099,0.1390520129936748
16.333333333333336,23.912514402238436,-39.578800781000275,-49.96770347068492,0.8765959091345021,12.579017319882546,0.13853821161296953
16.666666666666668,23.611924599808738,-44.48451555861998,-46.100882743362,0.25400124977536903,12.206036926376846,0.13628852499934072
17.0,23.036973341699635,-49.283912761813205,-41.64856997285017,-0.3704393824355529,11.808739282335946,0.13230996902875358
17.333333333333336,22.187355888828524,-53.91829109595302,-36.69289452003889,-0.9942901341300423,11.387889854962516,0.12665032947233398
17.666666666666668,21.060935461295657,-58.32654051347407,-31.332254926509165,-1.6150928965013889,10.944317496537659,0.11938392347716757
18.000000000000004,19.665383426222295,-62.447255878419476,-25.65843699154914,-2.230397987498508,10.47889617616362,0.11059175397927062
18.333333333333336,18.011027016163272,-66.22146857601274,-19.738763040517263,-2.8377933003355538,9.992529746123264,0.10034722611677355
18.666666666666668,16.112537501457112,-69.59424646929469,-13.615788805262168,-3.434919567129418,9.486148630013357,0.08871692769096153
19.0,13.988636843884583,-72.51492374992895,-7.322780507592625,-4.0194664514409855,8.960720397560246,0.07577672666087287
19.333333333333332,11.65550027286131,-74.93697889330208,-0.9099825748428879,-4.589157020582031,8.417266978217487,0.06163337761004405
19.666666666666668,9.13206685832384,-76.81547761216834,5.540994957778249,-5.141735571455035,7.8568766922296005,0.04643786113800026
20.0,6.444990379941566,-78.10709045690612,11.917472697375846,-5.674971528933695,7.280702237878229,0.030381525692610142
20.333333333333332,3.6163460824067126,-78.77110956552525,18.09711695413883,-6.186682647944731,6.689944486699768,0.013676668414275589
20.666666666666668,0.6809582286444904,-78.77156572753252,23.973814815365184,-6.674768178268239,6.0858304366275915,-0.003467521442033322
21.0,-2.329149961857393,-78.07941835269094,29.474665210298827,-7.137237638536838,5.469596428717462,-0.020860873996500783
21.333333333333336,-5.380001965638312,-76.67476467417701,34.561649919092815,-7.572224680792691,4.842483507767787,-0.03833328418569883
21.666666666666668,-8.43255704444067,-74.54649726404928,39.219229998749924,-7.977985394556577,4.20574370571484,-0.05572373169918486
22.0,-11.453050476204567,-71.69121945968905,43.435463432404106,-8.352889059429483,3.560650107709395,-0.07286642092355312
22.333333333333336,-14.404935965028164,-68.1135151046597,47.19352379969342,-8.695411830324911,2.9085028343326247,-0.0895830138776214
22.666666666666668,-17.256719719194766,-63.82364770138739,50.468120487909815,-9.004139276673948,2.2506273315006293,-0.10568427762230757
23.000000000000004,-19.970197998620428,-58.83851886603876,53.23420397109933,-9.277776830660134,1.5883666872051734,-0.12097826064946636
23.333333333333336,-22.517899131258922,-53.18255966176545,55.473332997778776,-9.515162714780034,0.9230726058001306,-0.13527918777089012
23.666666666666668,-24.864688106625827,-46.88734769833404,57.177874266554504,-9.715277982428562,0.25609884906245517,-0.14841294302751948
24.0,-26.983544877155374,-39.99272094943686,58.34971381730813,-9.87725167256775,-0.4112018047395632,-0.1602181236264908
24.333333333333332,-28.84904244423702,-32.545237162938456,58.99640423501128,-10.000362017307173,-1.0774781945272554,-0.17054451890420014
24.666666666666668,-30.43416726007553,-24.59797971061707,59.126441291095226,-10.084035556578607,-1.7413805330818048,-0.17925070831211368
25.0,-31.72049401278306,-16.210442406110484,58.74384353563044,-10.12784517044579,-2.4015600654355898,-0.18620182142425398
25.333333333333332,-32.69340897032124,-7.446103330370781,57.84520223939538,-10.13150776840281,-3.05666916371547,-0.1912680704689539
25.666666666666668,-33.33643526436948,1.6275117489845543,56.41558617490006,-10.094882971032622,-3.7053630316734822,-0.19432549539459132
26.0,-33.64488230296171,10.939719581567685,54.434821853844184,-10.017975765060754,-4.346304996152853,-0.19526129098770442
26.333333333333336,-33.605849019755986,20.41734192775556,51.8836985462059,-9.90094491036052,-4.978176327796001,-0.1939843815560198
26.666666666666668,-33.21990754357086,29.98358312428938,48.75831705572598,-9.744116016920659,-5.599689221403156,-0.19043893666080383
27.0,-32.483603548658245,39.55732146150925,45.079357336744515,-9.547994312328546,-6.2095985539696805,-0.18461524334067583
27.333333333333332,-31.396855245142568,49.052212323813286,40.89615211817145,-9.313270115819588,-6.806707849987457,-0.1765524152529949
27.66666666666667,-29.965555038249096,58.378725290597174,36.277959811619645,-9.04081350892437,-7.389867211077017,-0.16633116118838306
28.000000000000004,-28.19930371604664,67.4441523009932,31.299635459789435,-8.731659730023294,-7.957965908965984,-0.15406080447862883
28.333333333333336,-26.113526047983935,76.15688668115617,26.031967981262856,-8.386993250956111,-8.509925414860387,-0.1398680388605037
28.666666666666668,-23.725644635851186,84.42622688675394,20.534424992562545,-8.008137694452254,-9.044698273395307,-0.12389344434816259
29.0,-21.057299232203988,92.1646913468841,14.863935991252596,-7.596554942122563,-9.561274068048034,-0.10629653861929023
29.333333333333336,-18.130701911315203,99.28744373730191,9.082093672774706,-7.153849673126302,-10.058689025052816,-0.0872638398849926
29.666666666666668,-14.974802651544962,105.71242052965869,3.263891647023366,-6.68177231466187,-10.536033316933816,-0.06701300822331285
30.0,-11.616291600926088,111.36107800282025,-2.5055442401655554,-6.182213516967787,-10.992452245324507,-0.04578883439828292
30.333333333333332,-8.09042942025709,116.15930293036757,-8.138302524657055,-5.657190700986118,-11.427141897849484,-0.02385291271557373
30.666666666666664,-4.428525102693077,120.04031807425308,-13.552780248183156,-5.108831038961167,-11.839343415034403,-0.0014726554545458463
31.000000000000004,-0.6702728923738792,122.94456991780977,-18.67920040792012,-4.539357115872008,-12.228340164428129,0.02108534361974912
31.333333333333336,3.144312566294712,124.8223723941253,-23.457223244090358,-3.951077596491946,-12.593459051307747,0.04355683618692906
31.666666666666668,6.97631377462044,125.63329673931767,-27.83509356866351,-3.3463807651384636,-12.934073528984706,0.06567983826577263
32.0,10.786633186863497,125.34752207516763,-31.766532824044152,-2.7277257679739293,-13.249604708379778,0.08719718608309741
32.333333333333336,14.530776595366724,123.94516826226099,-35.21708561261725,-2.0976292369373386,-13.539519136715594,0.1078628619265049
32.66666666666667,18.167464215181937,121.41868182388073,-38.16629180732797,-1.4586492704215097,-13.803325210865346,0.12744903550045145
33.0,21.656091977155473,117.77214364294598,-40.61167677703012,-0.8133717548059335,-14.04057203655936,0.1457494748080747
33.333333333333336,24.959309520993962,113.02200194013025,-42.56188824946558,-0.16440235238102435,-14.250852382794838,0.16257741106800983
33.666666666666664,28.036463939396516,107.1970141245955,-44.029988875493125,0.4856372283803849,-14.433808715455447,0.17776075565950952
34.0,30.8534460967817,100.33530649830881,-45.02852104263597,1.1341138992471556,-14.58913730336704,0.1911398795896347
34.333333333333336,33.38009325075521,92.48618255612719,-45.569170723979795,1.7783943304023653,-14.71658737674854,0.20257146949170926
34.66666666666667,35.58418967780717,83.70922625132239,-45.67141729623845,2.4158624443331735,-14.815955678709443,0.21193688867191146
35.0,37.43845171281507,74.07375645523786,-45.36856751973327,3.043938177076774,-14.887080998079028,0.21914903920298365
35.333333333333336,38.924379047453506,63.65991021169438,-44.70498797080368,3.660089992618252,-14.929843863487184,0.22415211703391186
35.666666666666664,40.01897611086089,52.55653259278015,-43.72872025579743,4.261837910150766,-14.944173122835409,0.22691342507488466
36.00000000000001,40.712464692733235,40.859396418138964,-42.47686294263974,4.846750808454739,-14.930055527604345,0.22741263074583057
36.333333333333336,40.99594544055542,28.669439676586094,-40.96873578253656,5.412446879649928,-14.88754153225026,0.22563658051857943
36.66666666666667,40.863583791538176,16.091751219455396,-39.21018227574268,5.956604858886334,-14.816742161149348,0.22158477949651942
37.0,40.31885286412635,3.2345921551422214,-37.20880477581723,6.476986443619887,-14.717817882138394,0.2152826400386367
37.333333333333336,39.361983369314025,-9.789948616731873,-34.98768586579981,6.9714620333349595,-14.590966138293108,0.20679432837954592
37.66666666666667,38.00167609372845,-22.865551268068433,-32.591901194805935,7.438028646326137,-14.43641593628423,0.19622543217298105
38.0,36.24919306393315,-35.8737453586575,-30.077750536222865,7.874812959204814,-14.254433531500837,0.18371258342722804
38.333333333333336,34.12536290576805,-48.69489987029762,-27.49472006125454,8.280061751167455,-14.045336292493936,0.16940487187064793
38.666666666666664,31.6549668891668,-61.21240489751356,-24.86777042287304,8.652130072270282,-13.809505960552007,0.15344792082811237
39.0,28.862534708933367,-73.31334830206958,-22.191952751395423,8.989479078568994,-13.547392800317589,0.13597957516351894
39.333333333333336,25.780488844177473,-84.89148853298056,-19.444876654837646,9.290689073072647,-13.259507576405321,0.1171393482801878
39.66666666666667,22.442051081940335,-95.8453686828662,-16.606565136810158,9.554483885468631,-12.946405824106686,0.0970849416218637
40.0,18.882542905035397,-106.07851786650669,-13.677225431242526,9.77975552513557,-12.608673224518247,0.07600518112234599
40.333333333333336,15.135309663350718,-115.49932709544164,-10.681466759795226,9.965577985086723,-12.246920082241651,0.05412111760043045
40.666666666666664,11.240603234398057,-124.02146027846061,-7.660709161414064,10.111206168697146,-11.861786736562882,0.03167457664731175
41.00000000000001,7.2395330311960695,-131.56482211290444,-4.654508548070287,10.2160637546774,-11.45395561666553,0.008910408060894331
41.333333333333336,3.1746523366416945,-138.0590840900071,-1.686798817892607,10.279729848418887,-11.024162085012854,-0.013938394652396912
41.66666666666667,-0.9110556217037632,-143.443898811233,1.2391534862911904,10.301932994708807,-10.573198100634452,-0.03665639072961895
42.0,-4.974427663262096,-147.67004873808887,4.134192262192438,10.282555082766644,-10.101907532726619,-0.059041950092865496
42.333333333333336,-8.971860026343762,-150.69952154574207,7.012024948132877,10.221641913911238,-9.61117666618973,-0.08089903480071414
42.66666666666667,-12.865370111278848,-152.50448183839228,9.879902521446624,10.119413451797286,-9.101925351919997,-0.10203068450650726
43.0,-16.615940669189268,-153.06706930699798,12.732833745050485,9.976268704939018,-8.57510231631672,-0.12223804391092286
43.333333333333336,-20.190789452153908,-152.37939918698106,15.55743667087036,9.79278378940005,-8.031684877576213,-0.1413243117035356
43.666666666666664,-23.55255383909047,-150.4438614334176,18.334442709773988,9.569706466307693,-7.472680580462463,-0.15910033200022333
44.0,-26.674322280841718,-147.27251273167053,21.041463857661892,9.307950365679064,-6.899127145385238,-0.1753884532874166
44.333333333333336,-29.530649071614054,-142.88801984435918,23.65274773459888,9.008591668049851,-6.312091189251255,-0.1900231763791198
44.66666666666667,-32.09469021678324,-137.32170810744648,26.13516711338978,8.672867821494373,-5.712663237196538,-0.2028498358864408
45.0,-34.34907542309555,-130.61450297008338,28.446317762837985,8.302175879477915,-5.101953962878066,-0.21372347669889535
45.333333333333336,-36.27851108483071,-122.8149762871169,30.533468994717843,7.898068703829759,-4.481091432604931,-0.22250980248142382
45.666666666666664,-37.8714084694976,-113.97911461549805,32.33709850427055,7.462247318837719,-3.8512208246646695,-0.22908892419528404
46.00000000000001,-39.11713025375865,-104.1704627243636,33.79629165742679,6.996549219864744,-3.213506500297604,-0.23336183015025835
46.333333333333336,-40.00997643786978,-93.45914782482635,34.85828864171212,6.502933146462747,-2.5691360288692375,-0.2352587635894877
46.66666666666667,-40.5459898133889,-81.92314037869376,35.487237537123995,5.983460865740073,-1.919325271883277,-0.2347483207975854
47.0,-40.7248880914027,-69.64780757673951,35.673732654773346,5.440278333269596,-1.2653228445604594,-0.23184506921003112
47.333333333333336,-40.54606046406373,-56.72743365369604,35.43855431382513,4.875599474398703,-0.6084113097621202,-0.22661261399267482
47.66666666666667,-40.01632219967471,-43.26375326804977,34.82919860416444,4.291696400139062,0.050097242964290245,-0.21915927756485554
48.0,-39.144461352477784,-29.36567935538382,33.909824557983185,3.690897879619095,0.7088720049934792,-0.20962648056024483
48.333333333333336,-37.94140778254171,-15.146580467722888,32.74408583882504,3.075593888451994,1.3665779672290923,-0.19817331774888958
48.666666666666664,-36.42533825389534,-0.7234736964800772,31.383176598194673,2.4482397080723954,2.0218890280729007,-0.18496395445986355
49.0,-34.6137625251352,13.787257268507151,29.864011219486567,1.8113522403094326,2.673494313568486,-0.1701638625359131
49.333333333333336,-32.5300113447071,28.268115492698247,28.21405617279727,1.1674946421603316,3.320095905439622,-0.15394583932292452
49.66666666666667,-30.195139342207685,42.60237094921137,26.468482057016917,0.5192526628167262,3.960401556199132,-0.13650082217097814
50.0,-27.633196364548226,56.67261405548851,24.675258004979398,-0.13078807283152968,4.593119821548764,-0.11804393691956436
