"time,linear_x,linear_y,linear_z,rotation_x,rotation_y,rotation_z"
"479.2,-64.21393708,-0.051939119,-1.723752907,-0.400709696,0.344944964,-0.123266425"
"479.3,-64.21121554,-0.041839857,-1.697841501,-0.48945333,0.277596043,-0.116832213"
"479.4,-64.20801821,-0.032223322,-1.674021245,-0.575579775,0.208990782,-0.11012408"
"479.5,-64.20428796,-0.023360982,-1.652460434,-0.658946716,0.1401135,-0.103543367"
"479.6,-64.20003115,-0.015402756,-1.633318178,-0.73932641,0.071804918,-0.097387399"
"479.7,-64.19529337,-0.00834831,-1.616730794,-0.816334658,0.004721582,-0.091806107"
"479.8,-64.19015323,-0.002085938,-1.602803226,-0.88945242,-0.060623225,-0.086828526"
"479.9,-64.18469444,0.00354027,-1.591608259,-0.958103398,-0.123785519,-0.082424482"
"480,-64.17899232,0.008682676,-1.583191454,-1.02172501,-0.184341043,-0.078553012"
"480.1,-64.17313667,0.013483459,-1.577576014,-1.079791756,-0.241885467,-0.075171201"
"480.2,-64.1672002,0.018095103,-1.574764236,-1.131794789,-0.296066236,-0.072213256"
"480.3,-64.16126814,0.022696381,-1.574735253,-1.177215547,-0.346607688,-0.069570533"
"480.4,-64.15543853,0.027482937,-1.577442839,-1.215529173,-0.393304517,-0.067095963"
"480.5,-64.14979282,0.032637154,-1.58281549,-1.246237703,-0.435989678,-0.064631485"
"480.6,-64.14440463,0.038298283,-1.590760128,-1.268913825,-0.474502633,-0.062038401"
"480.7,-64.13931731,0.044549617,-1.601166335,-1.283226379,-0.508677325,-0.059212611"
"480.8,-64.13458187,0.051420863,-1.613909572,-1.288944635,-0.5383482,-0.056084204"
"480.9,-64.1302111,0.058890857,-1.628853051,-1.285937538,-0.563354643,-0.052615592"
"481,-64.12621032,0.066880521,-1.64584996,-1.27418513,-0.58353337,-0.048809749"
"481.1,-64.12257022,0.075243154,-1.664747241,-1.253799256,-0.598706635,-0.044723282"
"481.2,-64.1192589,0.083771053,-1.685391216,-1.225028258,-0.608689917,-0.040465152"
"481.3,-64.11625103,0.092230522,-1.70763082,-1.188223144,-0.613332898,-0.036166732"
"481.4,-64.1135257,0.100414209,-1.731316838,-1.143771099,-0.61257971,-0.031930838"
"481.5,-64.11107265,0.108180317,-1.756296534,-1.092029641,-0.606511834,-0.02778938"
"481.6,-64.10891535,0.115450471,-1.782407501,-1.033307623,-0.595339405,-0.023700438"
"481.7,-64.10706743,0.122164178,-1.809475748,-0.967909416,-0.579340007,-0.019591704"
"481.8,-64.10553525,0.12821942,-1.837320301,-0.896214094,-0.558781458,-0.015424055"
"481.9,-64.10428125,0.133442414,-1.865762382,-0.81873611,-0.533880616,-0.011231696"
"482,-64.10328401,0.13761252,-1.89463378,-0.736117128,-0.50482846,-0.007108326"
"482.1,-64.10252036,0.140531404,-1.923778834,-0.649048864,-0.471867888,-0.003144269"
"482.2,-64.10197781,0.142095796,-1.953048988,-0.558168342,-0.435374294,6.47E-04"
"482.3,-64.10170693,0.14233007,-1.982293207,-0.463987397,-0.395885662,0.004369403"
"482.4,-64.10176166,0.141360467,-2.011350215,-0.366896204,-0.354062733,0.008222189"
"482.5,-64.10219475,0.139348893,-2.040046993,-0.267232299,-0.310600825,0.012438757"
"482.6,-64.1030531,0.136425209,-2.068203847,-0.165371086,-0.266141576,0.017212991"
"482.7,-64.10434894,0.132651672,-2.095642716,-0.061788466,-0.221224785,0.022655591"
"482.8,-64.10606732,0.128028862,-2.12219419,0.042928953,-0.176291038,0.028791609"
"482.9,-64.10820312,0.122527423,-2.147700672,0.14811564,-0.131715289,0.035587107"
"483,-64.11071402,0.116121073,-2.172015906,0.253071555,-0.087842056,0.04298106"
"483.1,-64.11359621,0.108805488,-2.195003195,0.357094536,-0.04500364,0.0509053"
"483.2,-64.11681566,0.100603016,-2.216533871,0.459495267,-0.003521796,0.059290738"
"483.3,-64.12036924,0.091562528,-2.236486931,0.559603802,0.036295435,0.068068411"
"483.4,-64.12423137,0.081761295,-2.254748614,0.656778504,0.074153743,0.07717274"
"483.5,-64.12839211,0.071306644,-2.271211621,0.750416662,0.109772159,0.086545514"
"483.6,-64.13284989,0.060329695,-2.285773735,0.839957081,0.142891519,0.096133058"
"483.7,-64.1375817,0.048966926,-2.298337778,0.92486567,0.173296774,0.105870994"
"483.8,-64.14255181,0.037334739,-2.308813303,1.004607168,0.200846715,0.115660636"
"483.9,-64.14772769,0.025509764,-2.317120413,1.078617391,0.225495414,0.125349313"
"484,-64.15304949,0.013527132,-2.323194202,1.146295174,0.247291108,0.134727683"
"484.1,-64.15843674,0.001399846,-2.326987688,1.207022813,0.26634875,0.143549339"
"484.2,-64.1638403,-0.010849263,-2.328471909,1.260210563,0.282807611,0.15156554"
"484.3,-64.16919531,-0.023159321,-2.327633107,1.30534456,0.29679301,0.158559453"
"484.4,-64.1744589,-0.035422458,-2.324468602,1.342016806,0.308401797,0.164363233"
"484.5,-64.17959548,-0.047501243,-2.318983558,1.369920903,0.317718976,0.168848653"
"484.6,-64.18456289,-0.059266506,-2.311191094,1.388814274,0.324858605,0.171895024"
"484.7,-64.18931388,-0.070637944,-2.301116047,1.398464904,0.330006886,0.173350308"
"484.8,-64.19376619,-0.081604969,-2.288801408,1.398613354,0.33344055,0.173008718"
"484.9,-64.19783987,-0.092211265,-2.274314567,1.388976277,0.335501267,0.170623315"
"485,-64.20146254,-0.102503303,-2.257749628,1.369303945,0.336526809,0.165957095"
"485.1,-64.20457416,-0.112463438,-2.239223533,1.339472667,0.336764985,0.158854659"
"485.2,-64.20716308,-0.121961597,-2.218867248,1.299570488,0.336311498,0.149300638"
"485.3,-64.20926596,-0.13075516,-2.196815143,1.249930381,0.33510733,0.137432704"
"485.4,-64.21090883,-0.138544402,-2.173198325,1.191086487,0.333003205,0.123496464"
"485.5,-64.21214112,-0.145060291,-2.148145332,1.123668144,0.329862625,0.107761249"
"485.6,-64.21295472,-0.150141762,-2.121789973,1.048285268,0.32565136,0.090438201"
"485.7,-64.21332312,-0.153764159,-2.094281991,0.965459299,0.320467193,0.071642054"
"485.8,-64.21321527,-0.156007516,-2.065794844,0.875632386,0.314497715,0.051413318"
"485.9,-64.2125697,-0.156986819,-2.036526539,0.779241288,0.307934036,0.02978335"
"486,-64.21136809,-0.156785392,-2.006693651,0.676805686,0.300890297,0.006842592"
"486.1,-64.209634,-0.155424006,-1.976522488,0.568983359,0.293367884,-0.017223639"
"486.2,-64.20738756,-0.152871628,-1.946242012,0.456569651,0.285270935,-0.042141927"
"486.3,-64.2046697,-0.149076869,-1.916080877,0.340459477,0.276446784,-0.067582354"
"486.4,-64.20153558,-0.143992179,-1.886267446,0.221607782,0.266717553,-0.093186659"
"486.5,-64.19803956,-0.137577552,-1.857029829,0.101012868,0.255887514,-0.118577153"
"486.6,-64.19425026,-0.129792961,-1.828593711,-0.020281515,0.243737622,-0.143353118"
"486.7,-64.19022788,-0.120599824,-1.801178688,-0.141190669,0.23003186,-0.167094762"
"486.8,-64.18604051,-0.109981798,-1.774995627,-0.260619875,0.214547341,-0.189387365"
"486.9,-64.18175028,-0.0979741,-1.750247127,-0.377515094,0.197114564,-0.209856989"
"487,-64.17739129,-0.084676676,-1.727130443,-0.490902558,0.177637639,-0.228193152"
"487.1,-64.17301465,-0.070233942,-1.705839565,-0.599886977,0.156074105,-0.244138602"
"487.2,-64.1686563,-0.054788665,-1.686562828,-0.703606441,0.132384354,-0.257449627"
"487.3,-64.16437358,-0.0384406,-1.669475765,-0.801177935,0.106487658,-0.267856007"
"487.4,-64.16024535,-0.021242659,-1.654731799,-0.891680396,0.078264216,-0.27505508"
"487.5,-64.15634356,-0.003244496,-1.642456689,-0.974203008,0.047614096,-0.278754774"
"487.6,-64.15271351,0.015439294,-1.63274917,-1.04794141,0.014544479,-0.27874669"
"487.7,-64.14937613,0.034578275,-1.625688155,-1.11229129,-0.020765853,-0.274967968"
"487.8,-64.1463053,0.053825687,-1.62134095,-1.166886593,-0.05796422,-0.267515511"
"487.9,-64.14347899,0.072770837,-1.619767686,-1.211562434,-0.096585785,-0.256604231"
"488,-64.14084566,0.091014536,-1.621018698,-1.246269293,-0.136142692,-0.242495541"
"488.1,-64.13840576,0.108226144,-1.625126663,-1.270990629,-0.176190333,-0.225437464"
"488.2,-64.13617316,0.124155338,-1.63209773,-1.28571022,-0.216338998,-0.205646817"
"488.3,-64.13413838,0.138601267,-1.641907101,-1.290438632,-0.256215097,-0.183335991"
"488.4,-64.13233152,0.151365991,-1.654499786,-1.285274476,-0.295405281,-0.15875929"
"488.5,-64.13071664,0.16222496,-1.669796089,-1.27045574,-0.333422835,-0.132246523"
"488.6,-64.12929053,0.170932366,-1.687697209,-1.246370999,-0.369717446,-0.10420214"
"488.7,-64.12801992,0.177258224,-1.70808828,-1.213522911,-0.403723731,-0.075070309"
"488.8,-64.12690036,0.181037314,-1.730837284,-1.172463443,-0.434924035,-0.04528338"
"488.9,-64.12593149,0.182207166,-1.755790689,-1.12373111,-0.462898035,-0.015216936"
"489,-64.1251547,0.18081977,-1.782768377,-1.067813846,-0.487340347,0.014831426"
"489.1,-64.12461549,0.177023901,-1.811560154,-1.005149528,-0.508043825,0.044634036"
"489.2,-64.12437264,0.171026469,-1.841925603,-0.936160028,-0.524857562,0.074002158"
"489.3,-64.12446929,0.163048203,-1.873597683,-0.861300248,-0.537639888,0.102746549"
"489.4,-64.12491881,0.153290863,-1.906289094,-0.781102034,-0.546225489,0.130646738"
"489.5,-64.1257431,0.141926524,-1.939699218,-0.696191684,-0.550420399,0.157441637"
"489.6,-64.12693373,0.129108454,-1.973519518,-0.607277028,-0.550022274,0.18284295"
"489.7,-64.1284662,0.114989967,-2.00743625,-0.515116272,-0.54485038,0.206558981"
"489.8,-64.13032223,0.09973239,-2.041131431,-0.420493206,-0.534761337,0.228310039"
"489.9,-64.13248259,0.083491216,-2.074284544,-0.324219555,-0.519638284,0.247821941"
"490,-64.1348975,0.06638756,-2.106577326,-0.227163634,-0.499362601,0.264802219"
"490.1,-64.13750252,0.04848849,-2.137701918,-0.130278228,-0.473796296,0.27892126"
"490.2,-64.14021777,0.029820982,-2.167369479,-0.034591266,-0.442805033,0.28982531"
"490.3,-64.14297612,0.010425006,-2.195315244,0.058860142,-0.406327527,0.297190202"
"490.4,-64.14572795,-0.009576951,-2.221296881,0.149134152,-0.364462683,0.300797422"
"490.5,-64.14846979,-0.029934518,-2.245087371,0.235476481,-0.317525596,0.300591636"
"490.6,-64.15122197,-0.050280592,-2.266467172,0.317347984,-0.266033574,0.296683514"
"490.7,-64.15401615,-0.070199417,-2.285221627,0.394369146,-0.210623077,0.289291809"
"490.8,-64.15686848,-0.089316611,-2.301146458,0.466212865,-0.151940706,0.278655096"
"490.9,-64.15976682,-0.107361707,-2.314059668,0.532509455,-0.090567908,0.264963182"
"491,-64.16267088,-0.124171254,-2.323813329,0.592818852,-0.027017515,0.248344771"
"491.1,-64.16552541,-0.139637782,-2.330300228,0.64668055,0.038206111,0.228911949"
"491.2,-64.1682957,-0.153642369,-2.333452459,0.693704374,0.104528988,0.206827426"
"491.3,-64.17097369,-0.166012651,-2.333235177,0.7336454,0.171262564,0.18235123"
"491.4,-64.17355534,-0.176525831,-2.329640181,0.766423584,0.237614117,0.155843106"
"491.5,-64.17606524,-0.184943941,-2.322683317,0.792094103,0.302736476,0.1277291"
"491.6,-64.17851253,-0.191052483,-2.312405473,0.810799163,0.365781416,0.098460445"
"491.7,-64.18089973,-0.194681905,-2.298874846,0.822735506,0.425932758,0.068486767"
"491.8,-64.18322319,-0.195714387,-2.28218782,0.828140213,0.482421917,0.038244377"
"491.9,-64.18546621,-0.194093375,-2.262468334,0.827276995,0.534547466,0.008142522"
"492,-64.18760029,-0.189847255,-2.239868131,0.820400755,0.58171195,-0.021465389"
"492.1,-64.18957132,-0.183116976,-2.21456973,0.807707969,0.623462869,-0.05031777"
"492.2,-64.19129249,-0.174160763,-2.186791734,0.789304985,0.659505244,-0.078261448"
"492.3,-64.19268867,-0.163315358,-2.156792547,0.765230809,0.689661543,-0.105224921"
"492.4,-64.19366303,-0.150920637,-2.12486794,0.73553907,0.713787532,-0.131150531"
"492.5,-64.19420095,-0.137243038,-2.091341509,0.700402335,0.731688124,-0.155918478"
"492.6,-64.19427724,-0.122440682,-2.056550876,0.660179085,0.743084134,-0.179306927"
"492.7,-64.19393383,-0.1065891,-2.020835896,0.615403246,0.747651663,-0.201012721"
"492.8,-64.1931913,-0.089749095,-1.984533699,0.566703784,0.745111366,-0.220719511"
"492.9,-64.19208233,-0.072031997,-1.947980858,0.514704593,0.735311486,-0.238170244"
"493,-64.19059938,-0.053622194,-1.911518505,0.459965536,0.718257997,-0.253201142"
"493.1,-64.18875458,-0.034748165,-1.875494647,0.402991887,0.694081369,-0.265722613"
"493.2,-64.18654701,-0.01562763,-1.840260397,0.344291853,0.662972365,-0.27566897"
"493.3,-64.1839991,0.003573978,-1.806161427,0.284433783,0.625133704,-0.282955367"
"493.4,-64.18117177,0.022747453,-1.773528707,0.224061661,0.580777068,-0.287470122"
"493.5,-64.17810466,0.041811157,-1.742672698,0.163862962,0.530157896,-0.28910131"
"493.6,-64.17485569,0.060675484,-1.713881808,0.104516155,0.473616896,-0.287773586"
"493.7,-64.17146358,0.079224037,-1.687422997,0.04665223,0.411599713,-0.28347038"
"493.8,-64.1679553,0.097315569,-1.663541694,-0.009156553,0.344650625,-0.276234755"
"493.9,-64.1643684,0.114792034,-1.642459823,-0.062394152,0.273398278,-0.266161746"
"494,-64.16070511,0.131475893,-1.624373453,-0.112608275,0.198554039,-0.253399992"
"494.1,-64.15699386,0.147154814,-1.609452221,-0.159437052,0.12092435,-0.238166909"
"494.2,-64.15320546,0.161569814,-1.597841843,-0.202638786,0.041417997,-0.220762506"
"494.3,-64.14934393,0.174427048,-1.589667159,-0.242095868,-0.038976328,-0.20156091"
"494.4,-64.14537566,0.185439805,-1.585033645,-0.277775549,-0.11924914,-0.180969877"
"494.5,-64.14131066,0.194386008,-1.584024028,-0.309658205,-0.198447491,-0.159370591"
"494.6,-64.13719279,0.201153588,-1.586691471,-0.337666703,-0.275737165,-0.137064674"
"494.7,-64.13307614,0.205753089,-1.593051664,-0.361629942,-0.35042459,-0.114251723"
"494.8,-64.12904866,0.208295524,-1.603077522,-0.381292882,-0.42193699,-0.091042366"
"494.9,-64.12520313,0.208951764,-1.616697915,-0.396359106,-0.489780913,-0.067492874"
"495,-64.1216385,0.207914271,-1.633799701,-0.406539343,-0.553503536,-0.04364069"
"495.1,-64.11843782,0.205371418,-1.654231263,-0.411588213,-0.612669943,-0.019528781"
"495.2,-64.11566106,0.201491557,-1.677805905,-0.411328052,-0.666851219,0.004779585"
"495.3,-64.11335307,0.196407982,-1.70430526,-0.405670895,-0.71561354,0.029187049"
"495.4,-64.11155936,0.190201981,-1.733483945,-0.394644515,-0.758504193,0.053545528"
"495.5,-64.11026528,0.182891537,-1.765075443,-0.378415825,-0.795044425,0.077643536"
"495.6,-64.10945662,0.174437269,-1.798798842,-0.357294319,-0.824742514,0.101209743"
"495.7,-64.10911828,0.164770884,-1.834363895,-0.331704589,-0.847133368,0.123939532"
"495.8,-64.10920187,0.153837603,-1.87147311,-0.302132111,-0.861833269,0.145538151"
"495.9,-64.10970803,0.141635263,-1.909820576,-0.269062869,-0.868589874,0.165763729"
"496,-64.11063983,0.128234285,-1.949089428,-0.232940267,-0.867306919,0.184453101"
"496.1,-64.11200297,0.113773003,-1.988949869,-0.194152196,-0.858038833,0.201523024"
"496.2,-64.11381439,0.098435009,-2.029059412,-0.153045303,-0.840962719,0.216951674"
"496.3,-64.11611111,0.082419444,-2.069065433,-0.109954266,-0.816341542,0.230750924"
"496.4,-64.11888279,0.065913066,-2.108609378,-0.065233783,-0.784489168,0.242938276"
"496.5,-64.12212605,0.049066994,-2.147332115,-0.019288209,-0.745740171,0.253512263"
"496.6,-64.12580712,0.031979223,-2.18487986,0.027403236,-0.700426828,0.262432356"
"496.7,-64.12986987,0.014686433,-2.220910904,0.07427017,-0.648866157,0.26960707"
"496.8,-64.1342585,-0.002828999,-2.255102133,0.120652624,-0.591365676,0.274896758"
"496.9,-64.13887846,-0.020613512,-2.287154062,0.165828362,-0.528250246,0.278135362"
"497,-64.14367129,-0.038703473,-2.316793089,0.209064073,-0.459904705,0.279168001"
"497.1,-64.14855988,-0.057086788,-2.343770538,0.249675271,-0.386814557,0.277890915"
"497.2,-64.15351636,-0.075680718,-2.367859526,0.287072797,-0.309586595,0.274277905"
"497.3,-64.15850142,-0.094334344,-2.388852164,0.320779941,-0.22893911,0.268382278"
"497.4,-64.16351882,-0.11285151,-2.406558596,0.350418613,-0.145667538,0.260317266"
"497.5,-64.16854049,-0.131020896,-2.420808811,0.375679134,-0.060601921,0.250226728"
"497.6,-64.17355349,-0.148639616,-2.431455746,0.396291631,0.025427327,0.238260157"
"497.7,-64.17853768,-0.165524121,-2.438379001,0.412011125,0.111608052,0.224560025"
"497.8,-64.18345075,-0.181511358,-2.441487241,0.422615714,0.197153104,0.209259027"
"497.9,-64.18825882,-0.196456732,-2.440719862,0.427910738,0.281303289,0.192481454"
"498,-64.19293659,-0.210233149,-2.436047848,0.427732406,0.363331059,0.174344007"
"498.1,-64.19742169,-0.222729683,-2.427474855,0.421951051,0.442543991,0.154956782"
"498.2,-64.20169095,-0.233847519,-2.415037545,0.410477854,0.518284092,0.134427314"
"498.3,-64.20569166,-0.243492463,-2.398805353,0.393276743,0.589923065,0.112868382"
"498.4,-64.20939479,-0.251568878,-2.378879265,0.370376533,0.656858759,0.090405558"
"498.5,-64.21276468,-0.257979355,-2.355389977,0.341876448,0.718518505,0.067179073"
"498.6,-64.21577464,-0.262631192,-2.328496754,0.307941533,0.774370082,0.043338838"
"498.7,-64.2184074,-0.265443827,-2.29838681,0.268793237,0.823933137,0.019037366"
"498.8,-64.22062472,-0.266350056,-2.265274844,0.22470562,0.866782489,-0.005571573"
"498.9,-64.22242056,-0.265287994,-2.229401982,0.176013828,0.902540236,-0.030324906"
"499,-64.22378249,-0.262190152,-2.191032712,0.123129728,0.930863644,-0.055037884"
"499.1,-64.22470692,-0.256980962,-2.150450652,0.066550715,0.951443751,-0.079498833"
"499.2,-64.22519213,-0.249590702,-2.107954534,0.00684727,0.964023145,-0.103480374"
"499.3,-64.22524707,-0.239983284,-2.06385625,-0.055372821,0.968429897,-0.126766403"
"499.4,-64.22486208,-0.228184738,-2.018481329,-0.119509621,0.964611288,-0.149182511"
"499.5,-64.22400179,-0.214296093,-1.972170959,-0.185003571,0.952648639,-0.17061319"
"499.6,-64.22263513,-0.198482828,-1.925283213,-0.251339302,0.932742266,-0.190995982"
"499.7,-64.22074168,-0.180945753,-1.878191743,-0.318021185,0.905175195,-0.210295508"
"499.8,-64.21829497,-0.161888957,-1.831281471,-0.384537009,0.870273089,-0.228471935"
"499.9,-64.21528442,-0.141498992,-1.784942608,-0.450330647,0.828377882,-0.245459096"
"500,-64.2117227,-0.119940761,-1.739564851,-0.514795306,0.779842185,-0.26115914"
"500.1,-64.20763836,-0.097363727,-1.695532974,-0.577283427,0.725035146,-0.275448723"
"500.2,-64.20305302,-0.073907426,-1.653223575,-0.637120046,0.664347688,-0.288186278"
"500.3,-64.19802708,-0.049699979,-1.613002011,-0.693608218,0.598188661,-0.299212525"
"500.4,-64.19260595,-0.024852765,-1.575218244,-0.746027252,0.526976575,-0.308346702"
"500.5,-64.18685818,5.39E-04,-1.540201995,-0.793636178,0.451139011,-0.315387907"
"500.6,-64.18084547,0.026382054,-1.508258638,-0.835693495,0.371127507,-0.320129873"
"500.7,-64.17464658,0.052560739,-1.479666647,-0.871496013,0.28744595,-0.322388504"
"500.8,-64.16830485,0.07891221,-1.454678108,-0.900423732,0.200677201,-0.32203112"
"500.9,-64.16187428,0.105217457,-1.433520029,-0.921970631,0.111491559,-0.318992513"
"501,-64.15538075,0.131212872,-1.416395452,-0.935749257,0.020629506,-0.313270255"
"501.1,-64.14885134,0.156616511,-1.403482315,-0.941469326,-0.071132545,-0.304903273"
"501.2,-64.14232837,0.181153326,-1.394929805,-0.938911634,-0.163015071,-0.29394893"
"501.3,-64.13584607,0.204565665,-1.390854078,-0.927913322,-0.254249897,-0.280473394"
"501.4,-64.12944605,0.226605413,-1.391335407,-0.908379301,-0.344072861,-0.264560334"
"501.5,-64.12317027,0.247017974,-1.396418019,-0.880308184,-0.431706856,-0.246329999"
"501.6,-64.11703843,0.265533943,-1.406111538,-0.843815337,-0.516354617,-0.225952476"
"501.7,-64.11107789,0.281879605,-1.420393665,-0.7991324,-0.597214932,-0.203642157"
"501.8,-64.10532237,0.295805634,-1.43921032,-0.746579003,-0.673520098,-0.179632855"
"501.9,-64.09981049,0.307120482,-1.462473727,-0.686519762,-0.744579305,-0.15414459"
"502,-64.09460004,0.315712573,-1.490058635,-0.619326816,-0.809807132,-0.127359256"
"502.1,-64.08976032,0.321551812,-1.521798686,-0.545365792,-0.868727812,-0.099415511"
"502.2,-64.08536511,0.3246724,-1.557485077,-0.465006963,-0.920956454,-0.070423012"
"502.3,-64.08150133,0.325148288,-1.596867524,-0.378651494,-0.966172413,-0.040485539"
"502.4,-64.07823925,0.323072492,-1.639657247,-0.286756768,-1.004097145,-0.009721694"
"502.5,-64.07563288,0.318544867,-1.685530812,-0.189852032,-1.034482843,0.021722868"
"502.6,-64.07373534,0.311666471,-1.734133779,-0.088544638,-1.057109018,0.053670109"
"502.7,-64.07256839,0.302535459,-1.785084468,0.016477523,-1.071780798,0.085906798"
"502.8,-64.07216056,0.291243745,-1.83797806,0.124444886,-1.078328388,0.118182563"
"502.9,-64.07251653,0.277877189,-1.89239112,0.234509583,-1.076610275,0.150211721"
"503,-64.07363195,0.262522407,-1.947885894,0.345758583,-1.066524754,0.181682218"
"503.1,-64.07547769,0.24527768,-2.00401375,0.457235808,-1.048026147,0.212270287"
"503.2,-64.07804517,0.226260536,-2.060317645,0.567964114,-1.021136333,0.241652973"
"503.3,-64.08130834,0.205604095,-2.116334825,0.676954563,-0.985942502,0.269510353"
"503.4,-64.08522413,0.18344375,-2.171600968,0.78320093,-0.942582967,0.295517046"
"503.5,-64.08974809,0.159905767,-2.225656225,0.885671163,-0.891235846,0.319334102"
"503.6,-64.09481124,0.13511301,-2.278051964,0.983317255,-0.83212803,0.340617052"
"503.7,-64.10036467,0.109212009,-2.328355217,1.075116492,-0.765569384,0.359046476"
"503.8,-64.10635531,0.082407858,-2.376149469,1.160133564,-0.691995653,0.374370299"
"503.9,-64.11275589,0.054980041,-2.421032358,1.237569126,-0.61198655,0.386430305"
"504,-64.11954304,0.027257827,-2.462613437,1.306759156,-0.526234539,0.395149309"
"504.1,-64.12666173,-4.42E-04,-2.500517174,1.367116897,-0.435468155,0.400476589"
"504.2,-64.1340585,-0.02788559,-2.534391789,1.418043215,-0.340366976,0.40231922"
"504.3,-64.14162187,-0.054955249,-2.563923186,1.458865227,-0.241519758,0.400502709"
"504.4,-64.14922705,-0.081624636,-2.58884672,1.488848584,-0.139456161,0.394791017"
"504.5,-64.15674822,-0.107881357,-2.6089523,1.507287854,-0.034737728,0.384961868"
"504.6,-64.16409344,-0.133642917,-2.624080752,1.513630325,0.071944117,0.370897201"
"504.7,-64.17120315,-0.158714089,-2.634114695,1.507565437,0.179722341,0.352637864"
"504.8,-64.17804347,-0.182807852,-2.63897056,1.48903428,0.287586236,0.330374729"
"504.9,-64.18460901,-0.205610753,-2.638597784,1.458164599,0.394466556,0.304389381"
"505,-64.19085687,-0.226845854,-2.63298374,1.415187128,0.499316817,0.274989499"
"505.1,-64.19676096,-0.246292206,-2.622161813,1.360392256,0.601141544,0.242482761"
"505.2,-64.20228804,-0.263754943,-2.606214915,1.294154575,0.698965328,0.207201579"
"505.3,-64.20742651,-0.279017082,-2.585272389,1.216996169,0.791781835,0.169550882"
"505.4,-64.21217808,-0.291818051,-2.559502266,1.129630793,0.878535643,0.130034275"
"505.5,-64.2165592,-0.301882169,-2.529103995,1.03294509,0.958165831,0.089229505"
"505.6,-64.22058877,-0.308982668,-2.494307176,0.927918231,1.029691358,0.047723355"
"505.7,-64.22425259,-0.312998827,-2.455375887,0.815529976,1.09228684,0.006046071"
"505.8,-64.22752718,-0.313928496,-2.41261508,0.696712539,1.145303622,-0.035353746"
"505.9,-64.23035551,-0.311849962,-2.366372761,0.572371827,1.188230081,-0.076082318"
"506,-64.23272883,-0.306862991,-2.317035332,0.443451393,1.220627269,-0.115747387"
"506.1,-64.23461662,-0.29905049,-2.265018008,0.310986037,1.242090605,-0.153920754"
"506.2,-64.23603593,-0.288485426,-2.210754776,0.176101073,1.252266413,-0.190144849"
"506.3,-64.23698472,-0.275273054,-2.15469312,0.039956066,1.250910193,-0.223978311"
"506.4,-64.23744411,-0.259595375,-2.097293668,-0.09633126,1.23794564,-0.255049402"
"506.5,-64.23740211,-0.241726569,-2.039032333,-0.231734872,1.21348716,-0.283083834"
"506.6,-64.2368071,-0.222010975,-1.980400603,-0.365322353,1.17781703,-0.307894896"
"506.7,-64.23565002,-0.200820151,-1.921901819,-0.496220287,1.131336526,-0.329349214"
"506.8,-64.23390941,-0.178513285,-1.864044029,-0.623573753,1.074520985,-0.347332408"
"506.9,-64.23158092,-0.155414216,-1.807331842,-0.746521694,1.007894944,-0.361729326"
"507,-64.22869985,-0.13180144,-1.752258913,-0.864189098,0.932021147,-0.372417292"
"507.1,-64.22531796,-0.107901627,-1.699301213,-0.975684839,0.847493714,-0.379262662"
"507.2,-64.22148024,-0.083883991,-1.648909812,-1.080098154,0.75493035,-0.382117655"
"507.3,-64.21727854,-0.059864971,-1.60150337,-1.176504994,0.654977148,-0.380825575"
"507.4,-64.21279909,-0.035933642,-1.557461875,-1.264000251,0.548336818,-0.375246724"
"507.5,-64.20811661,-0.012194578,-1.517123932,-1.34176046,0.435816282,-0.365303703"
"507.6,-64.20328816,0.011192418,-1.48078834,-1.409112742,0.318369178,-0.351027007"
"507.7,-64.19834568,0.034000675,-1.448717788,-1.465575888,0.197102184,-0.332574477"
"507.8,-64.19331746,0.055961859,-1.421141097,-1.510850758,0.07323609,-0.310212465"
"507.9,-64.18821048,0.076810941,-1.398251003,-1.544773212,-0.051957119,-0.2842721"
"508,-64.18306215,0.096318549,-1.38019833,-1.567266946,-0.177202028,-0.255113462"
"508.1,-64.17788656,0.114288581,-1.367086895,-1.578336975,-0.30122583,-0.22312199"
"508.2,-64.1727136,0.130527834,-1.358972481,-1.578104962,-0.42273196,-0.188735416"
"508.3,-64.16754376,0.144820343,-1.355867108,-1.566852439,-0.540380982,-0.152469686"
"508.4,-64.16237774,0.156938724,-1.35774465,-1.545022194,-0.652816888,-0.114909622"
"508.5,-64.1572061,0.166696847,-1.364543022,-1.513157761,-0.758743837,-0.076654826"
"508.6,-64.15206734,0.174012278,-1.376159869,-1.47180993,-0.85701313,-0.038248606"
"508.7,-64.14700833,0.178932748,-1.392444453,-1.421470796,-0.946665927,-1.37E-04"
"508.8,-64.1421009,0.181601133,-1.41319193,-1.362584426,-1.026900692,0.037312139"
"508.9,-64.1373837,0.182175872,-1.438145318,-1.295629896,-1.096988999,0.073738235"
"509,-64.13290319,0.180756675,-1.467006302,-1.221223309,-1.156197241,0.108716835"
"509.1,-64.12863763,0.1773638,-1.499449185,-1.140164225,-1.203775378,0.141735323"
"509.2,-64.12456367,0.171982045,-1.535131469,-1.053395423,-1.239021929,0.172236267"
"509.3,-64.12068335,0.164636497,-1.57369636,-0.961899063,-1.261385782,0.199699243"
"509.4,-64.11698374,0.155446444,-1.614768806,-0.866598767,-1.270538663,0.223708492"
"509.5,-64.11350548,0.144623394,-1.657951471,-0.768324458,-1.266378864,0.243966593"
