"time,linear_x,linear_y,linear_z,rotation_x,rotation_y,rotation_z"
"1818.9,-0.02791227,0.080615997,-0.235592518,-0.299817664,-0.298728302,0.013424958"
"1819,-0.027053963,0.073049545,-0.241473827,-0.282668526,-0.296565987,0.01661769"
"1819.1,-0.025920998,0.065138817,-0.245255623,-0.263730839,-0.291727118,0.019543624"
"1819.2,-0.024547707,0.056927681,-0.2469627,-0.243116501,-0.28431743,0.022212172"
"1819.3,-0.022964608,0.048456192,-0.246643219,-0.22094512,-0.274470592,0.024638932"
"1819.4,-0.021209847,0.039764404,-0.244373474,-0.197335131,-0.262353302,0.026851418"
"1819.5,-0.019336831,0.030887604,-0.240256939,-0.17239731,-0.248166439,0.028892331"
"1819.6,-0.017398965,0.021857262,-0.234421883,-0.146231215,-0.232142842,0.030820125"
"1819.7,-0.015464913,0.012698174,-0.227014217,-0.118926507,-0.214539804,0.032705554"
"1819.8,-0.013591897,0.003429413,-0.218186531,-0.090572497,-0.195623835,0.034621822"
"1819.9,-0.011829507,-0.005930901,-0.208079014,-0.061277729,-0.1756486,0.036627897"
"1820,-0.010200631,-0.015367031,-0.196808014,-0.031194655,-0.154832091,0.038749634"
"1820.1,-0.008705269,-0.024855137,-0.184457455,-5.38E-04,-0.133344422,0.040968002"
"1820.2,-0.007320534,-0.03436327,-0.171092186,0.030418144,-0.111315168,0.043222985"
"1820.3,-0.006015908,-0.043848038,-0.156777058,0.061361739,-0.088859027,0.045434248"
"1820.4,-0.004768502,-0.053260326,-0.141598854,0.091983992,-0.06610676,0.047529062"
"1820.5,-0.003566872,-0.062548637,-0.125679169,0.122008843,-0.043222768,0.049461799"
"1820.6,-0.002422463,-0.071664333,-0.109158192,0.151199564,-0.020397264,0.051212989"
"1820.7,-0.001342904,-0.080560207,-0.092173729,0.179336795,0.002183321,0.052768317"
"1820.8,-3.21E-04,-0.089187145,-0.074838314,0.206183708,0.0243693,0.054091283"
"1820.9,6.79E-04,-0.09748745,-0.057230625,0.231463105,0.046061835,0.055108638"
"1821,0.00169741,-0.105391979,-0.039415035,0.254865681,0.067196735,0.055720747"
"1821.1,0.00276934,-0.112820625,-0.02147213,0.276089533,0.087704885,0.055833908"
"1821.2,0.003902305,-0.119691372,-0.003527317,0.294892377,0.107470979,0.05539807"
"1821.3,0.005061973,-0.125926971,0.01424202,0.311129684,0.12631345,0.054429798"
"1821.4,0.006183494,-0.131462097,0.031622257,0.32475994,0.143996716,0.053008731"
"1821.5,0.007182945,-0.136244774,0.048396912,0.335816362,0.160269562,0.051249914"
"1821.6,0.00799929,-0.140234947,0.064381924,0.344360209,0.174911353,0.049265844"
"1821.7,0.008582939,-0.143394947,0.079448547,0.350436703,0.187767383,0.047134452"
"1821.8,0.008933891,-0.145688534,0.093529549,0.354049152,0.198762867,0.044883324"
"1821.9,0.009075034,-0.147073746,0.106607761,0.355155563,0.207895831,0.042491627"
"1822,0.009052146,-0.147505283,0.118698921,0.353683017,0.215216513,0.039904697"
"1822.1,0.008914817,-0.146935463,0.129829254,0.349551819,0.220801833,0.037054313"
"1822.2,0.008708824,-0.145317554,0.140021648,0.342701327,0.224731953,0.033878625"
"1822.3,0.008468498,-0.142611504,0.149283733,0.333111047,0.227074521,0.030336855"
"1822.4,0.008212913,-0.138788223,0.157609787,0.320810517,0.22788051,0.026414733"
"1822.5,0.007953513,-0.133831501,0.164989319,0.305874734,0.227193169,0.022118612"
"1822.6,0.007705558,-0.127737522,0.171420422,0.288405645,0.225065966,0.017460673"
"1822.7,0.007491935,-0.120513916,0.176924553,0.26850917,0.221579901,0.012442734"
"1822.8,0.007343162,-0.112176895,0.181542721,0.246280693,0.216848768,0.007048608"
"1822.9,0.0073012,-0.10274744,0.185327377,0.221809033,0.211006608,0.001251247"
"1823,0.007400382,-0.092255592,0.18831953,0.195198442,0.204182302,-0.004967895"
"1823.1,0.007655967,-0.08074379,0.190533962,0.166595958,0.196475101,-0.011598116"
"1823.2,0.008067954,-0.068269253,0.191955891,0.136206845,0.187945622,-0.018590034"
"1823.3,0.008605827,-0.054908752,0.192553368,0.104287971,0.178627123,-0.025863232"
"1823.4,0.009250511,-0.040755272,0.192294922,0.0711236,0.168548231,-0.033325347"
"1823.5,0.009979118,-0.025915623,0.191162434,0.037000095,0.157750583,-0.040889184"
"1823.6,0.010776389,-0.010503292,0.189145889,0.002196516,0.146288685,-0.048476057"
"1823.7,0.011623252,0.005358696,0.186230507,-0.033003637,0.13421239,-0.056003756"
"1823.8,0.012493003,0.021537781,0.182382431,-0.068290299,0.121545658,-0.063369228"
"1823.9,0.013332237,0.037890434,0.177544441,-0.103313208,0.108278635,-0.070440241"
"1824,0.014079917,0.0542593,0.171653595,-0.137690277,0.094380855,-0.077064431"
"1824.1,0.014682639,0.070478439,0.164660301,-0.171036074,0.07982883,-0.083091833"
"1824.2,0.015098441,0.086377144,0.15654501,-0.202994543,0.064631045,-0.088397649"
