activation,apply_batchnorm,conv_kernel_sizes,conv_layers,dropout,fc_layers,lr,lr_patience,target_weights_0,target_weights_1,target_weights_2,target_weights_3,target_weights_4,loss,status,training_time
relu,True,"[9,]*4","[64,]*4",0.2564637316047508,"[256,]*2",0.003495080866254206,10,0.7965986541522041,0.8834348885519772,1.3346907491437117,1.421795939136303,0.8093987716257708,0.007257224477239345,ok,1122.1885409355164
relu,True,"[13, 11, 9, 7]","[8,]*4",0.19844906064750903,"[2048, 1024]",8.729102801910714e-05,10,0.849481550023388,0.7585989422552637,0.7128332820895669,0.6223932891237904,0.5856893080355832,0.0026946289244254955,ok,440.94775795936584
relu,True,"[13, 11, 9, 7]","[16,]*4",0.021672397256585457,"[2048,]*2",0.0008704695822884766,10,1.0749831373436993,1.2102623081260528,0.5407533569088798,0.5516317167823714,0.5296871664920685,0.0020483900535557616,ok,503.4261860847473
elu,True,"[5,]*4","[64,]*4",0.2775241936233943,"[1024,]*2",0.0010087736170352488,10,0.96823408222107,0.5736339757366666,1.3067203328493422,0.7551743716170607,1.4120794109089467,0.007320428242612826,ok,883.0086755752563
relu,False,"[13, 11, 9, 7]","[64,]*4",0.43163064523426975,"[128,]*2",0.0003027467735615703,5,1.1112433494459126,0.7794565116594765,1.0545337537881785,0.5812913059236677,1.2173993739155675,0.006797600218928174,ok,1149.7070803642273
relu,True,"[11,]*4","[64,]*4",0.34724182140729154,"[256,]*2",0.00035472006107915903,20,0.9150956819056915,0.6209609604866415,0.8172952458927505,1.2249564856526356,0.9652516975340666,0.006538309377471083,ok,1305.2076344490051
relu,True,"[13, 11, 9, 7]","[64,]*4",0.13090083477744396,"[2048, 1024]",0.004339272993131762,10,0.5992861952243616,0.8318596341624073,1.093986153427102,1.370219197229329,0.8532744778596764,0.007868885013617967,ok,1340.8503952026367
relu,True,"[7,]*4","[32,]*4",0.04239502222050326,"[256,]*2",0.0011410113040430233,10,1.0232627283051987,0.6560644017958985,1.4756504776542114,0.6869962545040953,0.6568750426187496,0.0026796387300189388,ok,515.049222946167
elu,True,"[11, 9, 7, 5]","[8,]*4",0.18791124983866456,"[512, 1024]",0.0007169401761999157,10,0.5148449126975054,0.7348208700075219,0.9603982918885469,0.5092930714600105,0.6169322963049086,0.0023947823976509667,ok,386.91836166381836
relu,False,"[13, 11, 9, 7]","[64,]*4",0.17501392118859901,"[1024, 512]",0.0006034639347647479,10,0.7430941761671581,0.6969335086757408,0.8743646033752135,0.7297091273140525,0.634351019180422,0.0027221805036165996,ok,1157.256021976471
relu,True,"[9,]*4","[16,]*4",0.057939698780265655,"[1024, 2048]",0.0014321508600910733,5,1.3401268279915517,0.9054519217483485,0.7480565248824564,1.0464149024762264,0.5592112729703945,0.004459050373713437,ok,415.90521025657654
