activation,apply_batchnorm,conv_kernel_sizes,conv_layers,dropout,fc_layers,lr,lr_patience,target_weights_0,target_weights_1,target_weights_2,target_weights_3,target_weights_4,loss,status,training_time
relu,True,"[13, 11, 9, 7]","[32,]*4",0.4513341551281292,"[1024, 2048]",0.0003753985342665007,20,0.7789456170987711,0.8409021392252289,1.0910275340514926,1.0566352460713442,1.2573808979514005,0.007205629108571692,ok,652.5450773239136
elu,True,"[5,]*4","[16,]*4",0.28758425893688316,"[512,]*2",0.00014703070850977757,10,0.6623227837001215,1.0747808663028209,0.8670300583101652,1.456120222775691,0.6648302798080331,0.008234683546776833,ok,382.7107720375061
relu,True,"[13, 11, 9, 7]","[64,]*4",0.32154817919987666,"[2048,]*2",0.00048172760304826214,10,1.4107860964823384,0.9784200336955867,0.67747582742576,1.2286666438776244,0.9326018471774875,0.0066902534546036466,ok,1375.736041545868
relu,False,"[11,]*4","[8,]*4",0.06529499159115282,"[512, 1024]",0.0011716066269979136,5,0.9240711885190205,0.6442477360526586,0.9237316566858877,0.7824008672941665,0.5276800399114586,0.0034554695563488885,ok,384.77404403686523
elu,True,"[7,]*4","[64,]*4",0.1403744226221688,"[128,]*2",0.0017279549729370745,20,1.3027137419999182,1.3615994583192224,0.7275154874889258,0.6441109259611123,0.5845015146121377,0.0025764758159455502,ok,959.4871916770935
relu,True,"[11, 9, 7, 5]","[32,]*4",0.36330715947123915,"[2048, 1024]",0.0007308143298407659,10,0.5622031281057529,0.7534285661595541,1.2346225962803754,0.5660171696660365,0.9958202776056627,0.0033732838070902383,ok,587.0778110027313
relu,False,"[9,]*4","[16,]*4",0.11734449956139148,"[256,]*2",9.759314089291925e-05,5,0.973137575952145,0.7983700133356728,1.4636424177369705,0.8312186782803099,1.168251740409889,0.009020479984189334,ok,385.11716413497925
elu,True,"[13, 11, 9, 7]","[64,]*4",0.2240121720664333,"[256,]*2",0.0003848238153738612,20,0.8640823323488848,0.8733926533008814,1.0317824925442922,0.9478441977776778,0.6784444823068286,0.003925637011171172,ok,1301.3574814796448
relu,True,"[5,]*4","[64,]*4",0.19931627907413058,"[512, 1024]",0.0014301401864850617,10,1.1695385399817073,0.689348571778153,1.3521161989623272,0.7208996645626438,0.7587363728587679,0.003593341055277147,ok,833.4211513996124
relu,True,"[13, 11, 9, 7]","[32,]*4",0.25933923879251725,"[1024, 2048]",0.0001631815818552969,5,0.7873114577211314,1.0284726394351833,0.9961614516150222,1.3863816735447856,1.046640540499981,0.007551351292548995,ok,650.9043459892273
elu,True,"[11,]*4","[8,]*4",0.17738948444282798,"[1024, 512]",0.0037994809935788013,10,1.032140816627038,0.535568482699043,0.8006318661993203,1.1133331306657237,0.6314831433985838,0.00590738031621042,ok,391.16134452819824
relu,False,"[7,]*4","[16,]*4",0.10441898884485999,"[256,]*2",0.00021698490480572674,10,1.2383308738305245,0.9427759355397884,0.510853234215382,0.8703447818115689,1.115365506862034,0.0073666924757784915,ok,380.123770236969
relu,True,"[11, 9, 7, 5]","[64,]*4",0.3085687905319246,"[2048,]*2",0.004959844249119242,20,1.0945234456377875,0.6264471427441323,0.5814207480967717,0.5003914344957708,1.3421307677376135,0.007162617225396006,ok,1192.8124001026154
